Pattern,Matches,Clue,Answer,Quality,Reviewed
eo_,eos eon,,,,
f_rm,form farm firm,,,,
a_ductor,adductor abductor,,,,
n_m,nam nom nim,,,,
_ounty,county bounty,,,,
yel_,yell yelp,,,,
_oll,roll toll coll poll doll boll moll noll woll,,,,
po_se,poise posse,,,,
_oit,coit doit,,,,
tr_ll,troll trill,,,,
d_d,did dad dod,,,,
_ining,mining dining lining fining pining,,,,True
a_d,and aid add,,,,
c_rrier,carrier currier,,,,
g_ace,grace glace,,,,
han_man,hangman hanuman,,,,
see_,seen seem seek seed seer seep,,,,
br_ach,breach broach,,,,
br_d,bred brad,,,,
heathe_,heathen heather,,,,
benz_ne,benzene benzine,,,,
ca_p,camp carp,,,,
spin_,spine spiny spink,,,,
ch_rd,chord chard,,,,
humi_,humid humic,,,,
s_m,sum sam,,,,
excret_,excreta excrete,,,,
_obbin,bobbin dobbin,,,,
ma_ked,marked masked,,,,True
pol_,pole poll poly polo,,,,
_uan,guan duan,,,,
_igging,digging rigging,,,,
thr_ll,thrill thrall,,,,
s_g,sig sag seg sug,,,,
breez_,breeze breezy,,,,
tr_e,true tree,,,,
c_pra,copra capra,,,,
ble_d,blend bleed,,,,
m_ssage,message massage,,,,
d_st,dust dost,,,,
_lackness,blackness slackness,,,,
_ejection,rejection dejection,,,,
classi_,classic classis,,,,
sl_p,slip slap slop,,,,
s_ove,stove shove,,,,
_isuse,misuse disuse,,,,
w_rm,warm worm,,,,
b_gone,bygone begone,,,,
s_lve,solve salve,,,,
abo_t,about abort,,,,
_arsh,marsh harsh,,,,
_illow,pillow willow billow,,,,
enquir_,enquiry enquire,,,,
ha_ter,halter hatter,,,,
ca_pus,campus carpus,,,,
_umbler,tumbler humbler,,,,
_lade,blade slade glade,,,,
co_n,corn coin conn coon,,,,
_addy,daddy paddy caddy,,,,
pre_ious,previous precious,,,,
_ango,mango tango,,,,
tabe_,taber tabes,,,,
_eason,reason season,,,,
coopera_e,cooperate cooperage,,,,
_avor,favor savor,,,,
_va,ova ava uva,,,,
gu_,gun guy gum gut,,,,
bu_ting,bunting butting,,,,
tri_e,tribe trite trice tripe,,,,
bi_ding,binding bidding birding,,,,
sna_e,snake snare,,,,
co_ra,cobra copra,,,,
_aunt,haunt gaunt taunt,,,,
indemni_y,indemnity indemnify,,,,
fl_p,flap flip flop,,,,
_atal,fatal natal,,,,
ra_a,rata raja rana,,,,
_oly,holy poly,,,,
_usty,dusty rusty lusty musty,,,,
gues_,guess guest,,,,
nimbl_,nimble nimbly,,,,
sc_t,scot scat,,,,
ja_anese,japanese javanese,,,,
_orner,corner horner,,,,
sag_,sage saga sago,,,,
tri_ling,trifling trilling,,,,
ma_d,maid maud mand,,,,
re_ort,report resort retort,Retreat comeback,Resort retort,3.0,True
t_sk,task tusk,,,,
fli_,flip flit,,,,
latera_,lateral lateran,,,,
splin_,splint spline,,,,
_ali,kali pali cali,,,,
to_,too top ton tom tor toe toy tow tot tod tol,,,,
ras_,rash rasp,,,,
_acking,packing backing racking sacking tacking,,,,
_ivid,vivid livid,,,,
r_nt,rent rant,,,,
geode_ic,geodetic geodesic,,,,
_edding,wedding bedding,,,,
s_ort,short sport snort,,,,
_ot,not got lot hot pot dot rot bot cot tot mot jot wot sot,,,,
gallo_,gallon gallop,,,,
_alf,half calf,,,,
ru_,run rue rub rum rug rut,,,,
ches_,chest chess,,,,
compo_t,compost comport,,,,
wi_k,wick wink,,,,
a_dition,addition audition,,,,
credibl_,credible credibly,,,,
ho_t,host holt hoot,,,,
a_use,abuse amuse,,,,
canno_,cannon cannot,,,,
muc_,much muck,,,,
_erbal,verbal herbal,,,,
c_arity,charity clarity,,,,
_amma,gamma mamma,,,,
forg_t,forget forgot,,,,
_ury,jury fury bury,,,,
an_ler,angler antler,,,,
stea_,steam steal stead steak,,,,
fl_ck,flock flick fleck,,,,
ho_ly,holly hotly,,,,
_rite,write trite,,,,
b_tting,batting butting,,,,
ni_e,nine nice nile,,,,
ci_rus,citrus cirrus,,,,
mu_,mud mus mum mug mun,,,,
hul_,hull hulk,,,,
clu_ter,cluster clutter,,,,
m_nge,mange menge,,,,
pum_,pump puma,,,,
_alm,calm palm balm,,,,
l_ster,lester lister luster,,,,
pap_,papa pape,,,,
sta_d,stand staid,,,,
_lushing,flushing blushing,,,,
blin_,blind blink,,,,
a_ate,abate agate,,,,
b_ight,bright blight,,,0.0,True
mi_d,mind mild,,,,
cam_,came camp,,,,
_utile,futile rutile,,,,
m_th,math myth moth meth,,,,
b_rg,berg burg,,,,
sh_pper,shipper shopper,,,,
kee_,keep keen keel,,,,
_elon,melon felon,,,,
fl_t,flat flit,,,,
l_ader,leader loader,,,,True
v_ll,vill vell,,,,
_etrology,petrology metrology,,,,
_aste,waste taste caste paste haste baste,,,,
_ron,iron tron,,,,
ne_rosis,necrosis neurosis,,,,
_ur,our fur bur pur cur tur nur dur,,,,
_well,dwell swell,,,,
pou_,pour pout,,,,
_ure,sure pure cure lure,,,,
b_oth,booth broth,,,,
slu_,slum slug slut slur,,,,
mos_,most moss,,,,
imme_se,immense immerse,,,,
_eside,beside reside,,,,
_link,blink clink,,,,
_arely,rarely barely,,,,
mo_dy,moody moldy,,,,
stu_,stud stub stun,,,,
_aging,raging paging,,,,
f_reman,foreman fireman,,,,
_ennel,kennel fennel,,,,
sl_dge,sludge sledge,,,,
protei_,protein proteid,,,,
g_ant,grant giant,,,,
b_an,bean bran,,,,
h_sh,hush hash,,,,
mani_c,maniac manioc,,,,
ch_rt,chart chert,,,,
r_dder,rudder ridder,,,,
retrac_,retract retrace,,,,
tan_,tank tang tant tana,,,,
_ainful,painful gainful,,,,
plu_,plus plug plum,,,,
_ape,cape tape rape nape gape pape,,,,
ka_i,kali kami,,,,
_ony,tony bony pony,,,,
s_art,start smart swart,,,,
la_y,lady lazy,,,,
_eflector,reflector deflector,,,,
dow_y,dowry downy dowdy,,,,
inquir_,inquiry inquire,,,,
_ome,some come home dome tome nome,,,,
ex_el,excel expel,,,,
dete_t,detect detest detent,,,,
p_tch,pitch patch,,,,
petr_l,petrol petrel,,,,
pi_ot,pilot pivot,,,,
co_es,comes cokes,,,,
wa_es,wages wares,,,,
a_t,act art apt ant aft alt ait,,,,
mea_y,mealy meaty,,,,
lo_ker,locker looker,,,,
_arina,carina farina,,,,
exp_nse,expense expanse,,,,
wa_er,water wafer wager waver,,,,
_arriage,marriage carriage,,,,
who_ping,whooping whopping,,,,
ho_per,hopper hooper,,,,
musli_,muslim muslin,,,,
dr_ss,dress dross,,,,
flo_r,floor flour,,,,
bl_ndly,blindly blandly,,,,
_ensor,sensor tensor censor,,,,
inve_tive,inventive invective,,,,
pit_,pity pith pita,,,,
mo_r,moor mohr,,,,
do_ce,douce dolce,,,,
r_in,rain ruin rein,,,,
min_r,minor miner,,,,
b_ad,bead brad,,,,
ski_,skin skip skim skid,,,,
w_sh,wish wash,,,,
bo_n,born boon,,,,
spi_e,spite spine spike spice spire,,,,
si_e,side size site sire sine,,,,
ex_ort,export exhort extort,Outsource urging,Exhort export,1.0,True
wh_le,while whole whale,,,,
sa_d,said sand,,,,
_ildly,wildly mildly,,,,
we_r,wear weir,,,,
dun_,dung dune,,,,
_eter,peter meter deter,,,,
_asse,masse passe,,,,
_acial,racial facial,,,,
p_a,pea poa,,,,
coo_er,cooper cooler,,,,
m_ss,mass miss mess moss muss,,,,
swe_t,sweet swept sweat,,,,
sto_p,stoop stomp,,,,
in_erior,interior inferior,,,,
cor_,core corn cord cork cora,,,,
_ingly,singly kingly,,,,
corone_,coroner coronet,,,,
_unnery,gunnery nunnery,,,,
_ick,sick pick nick kick rick tick lick wick,,,,
_round,around ground,Girt by dirt,Ground around,2.0,True
b_lk,bulk balk,,,,
twi_e,twice twine,,,,
o_f,off orf,,,,
un_ind,unkind unwind,,,,
gra_eful,grateful graceful,,,,
_eve,neve deve,,,,
re_t,rest rent reit,,,,
wis_,wish wise wisp,,,,
_hipping,shipping whipping chipping,,,,
c_y,cry coy cay,,,,
t_ot,trot toot,,,,
combin_,combine combing,,,,
_hea,thea rhea,,,,
semina_,seminar seminal,,,,
per_ian,persian permian,,,,
inst_ll,install instill,,,,
c_ub,club chub,,,,
p_tty,petty patty putty,,,,
_ardening,hardening gardening,,,,
_early,nearly yearly dearly pearly,,,,
_reat,great treat,,,,
p_ayer,prayer player,,,,
_reaking,creaking freaking,,,,
vil_,vile vill,,,,
gra_t,grant graft,,,,
_ogue,vogue rogue bogue,,,,
mic_,mice mica mich,,,,
poo_,poor pool pooh poop,,,,
g_ade,grade glade,,,,
analy_e,analyze analyse,,,,
_anus,janus manus,,,,
sta_ing,stating staging,,,,
pur_e,purse purge puree,,,,
_ife,life wife fife rife,,,,
_oarding,boarding hoarding,,,,
rece_sion,recession recension,,,,
fu_e,fuse fume fuze,,,,
swar_,swarm sward swart,,,,
m_na,mona mina,,,,
radi_,radii radix,,,,
bai_,bail bait bain,,,,
_riable,friable triable,,,,
mod_l,model modal,,,,
s_ch,such sich,,,,
k_t,kit kat ket,,,,
roo_,room root roof rood rook,,,,
_ainly,mainly vainly,,,,
_esta,testa vesta,,,,
a_ply,apply amply,,,,
spe_r,spear speer,,,,
_oma,coma soma loma,,,,
chu_k,chuck chunk,,,,
s_oon,spoon swoon,,,,
_elting,melting belting pelting,,,,
lo_n,loan loin loon lorn,,,,
_mber,amber ember umber,,,,
w_e,wee woe wye,,,,
_ix,six mix fix nix pix,,,,
hoppe_,hopper hopped,,,,
_lung,flung clung slung,,,,
gr_w,grow grew,,,,
garne_,garnet garner,,,,
_eaving,weaving heaving,,,,
p_ri,peri puri,,,,
_tter,utter otter atter,,,,
_mir,amir emir,,,,
ange_,anger angel,,,,
_roup,group croup,,,,
m_b,mob mab,,,,
gl_dden,gladden glidden,,,,
dis_ount,discount dismount,,,,
thin_er,thinner thinker,,,,
_ott,pott nott,,,,
p_re,pure pore pere pare pyre,,,,
ch_ir,chair choir,,,,
dr_g,drug drag,,,,
_ould,would could mould,,,,
po_ter,porter potter poster,,,,
baile_,bailey bailee,,,,
sin_er,singer sinner sinter sinker,,,,
_latter,flatter platter clatter,,,,
sha_t,shaft shalt,,,,
g_sh,gush gash,,,,
sli_er,slider sliver,,,,
te_t,test text tent teat,,,,
_obility,mobility nobility,,,,
_onkey,monkey donkey,,,,
_ret,fret bret gret,,,,
s_il,soil sail,,,,
certain_y,certainly certainty,,,,
doe_,does doer,,,,
_nterior,interior anterior,,,,
f_rth,forth firth,,,,
t_pe,type tape,,,,
_atin,latin satin matin,,,,
_uch,such much ouch,,,,
spo_l,spoil spool,,,,
e_l,ell eel,,,,
p_mp,pump pomp pimp,,,,
_ary,mary vary wary,,,,
_ory,tory rory gory dory,,,,
sp_ke,spoke spike spake speke,,,,
bea_ing,bearing beating beaming beading,,,,
pan_,pane pang pant,,,,
_earn,learn yearn,,,,
goldi_,goldie goldin,,,,
miserabl_,miserable miserably,,,,
ch_p,chap chip chop,,,,
_utton,button mutton,,,,
_le,ale ile sle,,,,
kn_w,know knew,,,,
_inematic,kinematic cinematic,,,,
to_ch,touch torch,,,,
divin_,divine diving,,,,True
har_y,harry hardy,,,,
re_,red res rep rex ren ret ree rei rew,,,,
dowe_,dower dowel,,,,
bod_,body bode,,,,
deter_ent,deterrent detergent,,,,
_ission,mission fission,,,,
kne_,knew knee,,,,
_oer,boer doer,,,,
_erie,eerie serie,,,,
confid_nt,confident confidant,,,,
_other,mother bother,,,,
elect_on,election electron,,,,
in_ure,insure injure,,,,
_elation,relation gelation,,,,
_rook,brook crook,,,,
_ottled,mottled bottled,,,,
wi_h,with wish wich,,,,
g_re,gore gare,,,,
_air,fair hair pair lair,,,,
_arth,earth barth garth,,,,
sol_er,solder solver,,,,
p_at,peat plat,,,,
_iver,river liver giver diver,,,,
h_tter,hitter hatter,,,,
swi_e,swine swipe,,,,
loo_,look loop loom loot loon loos,,,,
b_ock,block brock,,,,
ap_ly,apply aptly,,,,
_rey,grey prey trey,,,,
hos_,host hose,,,,
b_ut,bout brut,,,,
h_w,how hew haw,,,,
_eard,heard beard,,,,
d_rk,dark dirk,,,,
analy_er,analyzer analyser,,,,
th_ne,thine thane,,,,
rea_er,reader reaper reamer,,,,
bri_k,brick brink brisk,,,,
rebu_,rebut rebus,,,,
c_ssation,cessation cassation,,,,
in_quity,iniquity inequity,,,,
a_s,ass als,,,,
lor_,lord lore lori lorn,,,,
ki_k,kick kirk kink,,,,
_allet,ballet wallet pallet mallet,,,,
co_et,comet covet,,,,
_rise,arise prise,,,,
_ib,lib rib sib bib jib nib fib gib,,,,
royal_y,royalty royally,,,,
hind_,hindu hindi,,,,
brie_,brief brier,,,,
h_nk,hank hunk,,,,
s_ot,spot shot slot scot soot,,,,
pa_t,part past pact pant,,,,
_angle,tangle dangle,,,,
m_ller,miller muller,,,,True
clari_y,clarify clarity,,,,
sho_n,shown shorn,,,,
ro_ary,rotary rosary,,,,
p_tency,potency patency,,,,
_ndorse,endorse indorse,,,,
a_duction,abduction adduction,,,,
qu_nt,quant quint,,,,
pris_,prism prise,,,,
ca_tle,cattle castle,,,,
_uild,build guild,,,,
_ait,wait bait gait tait,,,,
cubi_,cubic cubit,,,,
st_le,style stole stale stile stele,,,,
l_tter,letter latter litter,,,,True
sca_,scan scar scab scat,,,,
w_ll,will well wall woll,,,,
cambri_,cambria cambric,,,,
ban_ing,banking banging,,,,
sa_on,saxon salon,,,,
_emp,hemp kemp,,,,
_ssay,essay assay,,,,
cha_ge,change charge,,,,True
s_eer,sheer steer sneer speer,,,,
_llusion,illusion allusion,,,,
com_ute,compute commute,,,,
lu_ch,lunch lurch,,,,
_ob,job bob rob mob fob sob cob hob lob nob gob,,,,
mo_d,mood mold,,,,
ti_eless,timeless tireless,,,,
_ver,over ever aver,,,,
in_olent,insolent indolent,,,,
di_e,dire dive dine dice dike dime,,,,
p_inted,pointed painted,,,,
m_nor,minor manor,,,,
br_ck,brick brock,,,,
_hasing,chasing phasing,,,,
bo_t,boat bolt boot bout,,,,
_lam,clam slam,,,,
_avel,navel ravel gavel,,,,
f_aming,framing flaming,,,,
tid_,tide tidy,,,,
_vert,overt avert evert,,,,
in_ent,intent invent indent,,,,
bru_t,brunt bruit,,,,
_obble,cobble wobble,,,,
_ashing,washing dashing lashing,,,,
_oun,noun moun,,,,
s_te,site sate,,,,
p_rr,parr purr,,,,
ri_ging,ringing rigging,,,,
_iry,airy wiry,,,,
flai_,flair flail,,,,
s_ing,swing sting suing sling,,,,
c_nch,conch cinch,,,,
c_in,coin chin,,,,
par_y,party parry,,,,
su_ra,supra sutra,,,,
_allow,fallow tallow sallow wallow callow mallow,,,,
im_unity,immunity impunity,,,,
pin_y,piney pinky,,,,
pre_end,pretend prebend,,,,
_esting,testing resting vesting jesting,,,,
l_ed,lied leed,,,,
entire_y,entirely entirety,,,,
_ulu,zulu sulu,,,,
s_ack,stack slack snack shack smack,,,,
dum_,dumb dump,,,,
o_ter,outer otter,,,,
_ree,free tree gree,,,,
mou_d,mould mound,,,,
_rushing,crushing brushing,,,,
ch_ck,check chick chuck chock,,,,
clim_,climb clime,,,,
the_e,there these theme,,,,
lo_ged,lodged logged,,,,
_ence,hence fence pence,,,,
fac_,fact face,,,,
_raught,draught fraught,,,,
_ealty,realty fealty,,,,
bol_,bold bolt boll bole,,,,
st_nch,stench stanch,,,,
am_er,amber ameer,,,,
r_g,rig rug rag,,,,
peac_,peace peach,,,,
f_te,fate fete,,,,
d_nt,dent dint,,,,
_riar,friar briar,,,,
mar_el,marvel martel,,,,
_ven,even oven,,,,
_iece,piece niece,,,,
h_t,hot hit hat hut,,,,
st_mp,stamp stump stomp,,,,
lu_id,lucid lurid,,,,
m_tte,matte motte,,,,
cau_al,causal caudal,,,,
symbolis_,symbolism symbolist,,,,
moti_e,motive motile,,,,
s_ringy,stringy springy,,,,
commu_e,commune commute,,,,
b_ing,being bring,,,,
o_er,over omer oyer,,,,
pa_n,pain pawn,,,,
com_uter,computer commuter,,,,
_oard,board hoard,,,,
_iter,liter miter,,,,
clea_ly,clearly cleanly,,,,
l_ugh,laugh lough,,,,
_uite,quite suite,,,,
woo_,wood wool woof,,,,
jun_,june junk juno,,,,
pessimis_,pessimism pessimist,,,,
da_t,dart daft,,,,
du_l,dual dull duel,,,,
al_o,also alto,,,,
crep_,crept crepe,,,,
_istrust,distrust mistrust,,,,
_antra,mantra tantra,,,,
s_ite,spite suite smite,,,,
ha_per,harper hamper,,,,
face_,faced facet,,,,
_etain,retain detain,,,,
_ansom,ransom hansom,,,,
_lum,plum slum alum glum,,,,
_live,alive olive,,,,
cur_,cure curb curl curr curt curd,,,,
_udge,judge budge fudge nudge,,,,
c_rpus,corpus carpus,,,,
_ic,sic pic tic,,,,
mar_e,marie marge,,,,
i_n,ion inn,,,,
re_ute,refute repute,,,,
p_ling,piling poling paling,,,,
e_liptic,elliptic ecliptic,,,,
carbo_ic,carbonic carbolic,,,,
p_tter,potter patter,,,,
idealis_,idealism idealist,,,,
_ith,with pith kith lith,,,,
l_ger,leger lager,,,,
v_s,vis vas,,,,
_enal,renal penal venal,,,,
soa_ing,soaking soaring,,,,
populis_,populist populism,,,,
_amel,camel hamel,,,,
c_ad,clad chad,,,,
_earness,nearness dearness,,,,
_aintly,faintly saintly,,,,
nitri_e,nitrite nitride nitrile,,,,
_icker,wicker picker ticker ricker kicker,,,,
boo_er,booker boomer,,,,
gro_er,grower grocer,,,,
_em,gem hem,,,,
s_oker,stoker smoker,,,,
a_sent,absent assent,,,,
bat_,bath bate,,,,
she_n,shewn sheen,,,,
_oldness,boldness coldness,,,,
p_ay,play pray,,,,
sca_p,scalp scarp,,,,
_affle,baffle waffle,,,,
so_n,soon sown,,,,
_eport,report deport,,,,True
c_nt,cent cant,,,,
ca_man,cayman carman,,,,
b_g,big bag beg bug bog,,,,
sh_n,shin shun,,,,
_hereby,thereby whereby,,,,
_rawler,trawler crawler,,,,
m_tt,matt mitt,,,,
en_oy,enjoy envoy,,,,
d_p,dip dap,,,,
s_d,sad sod,,,,
veri_y,verify verily verity,,,,
floo_ing,flooding flooring,,,,
hea_ing,hearing heating heading healing heaving,,,,
_oster,foster poster roster zoster coster,,,,
da_ger,danger dagger,,,,True
be_ch,beach bench beech,,,,
fau_,faux faun,,,,
as_,ask ash ass asp,,,,
mil_,milk mile mill mild milt,,,,
co_er,cover comer,,,,
h_nger,hunger hanger,,,,
en_,end ens,,,,
stalke_,stalked stalker,,,,
_omb,bomb tomb comb womb,,,,
_ession,session cession,,,,
in_ite,invite incite,,,,
sen_,sent send sens,,,,
_hy,why thy shy,,,,
_ubic,cubic pubic,,,,
p_is,pais pris,,,,
l_te,late lite lute,,,,
haz_,haze hazy,,,,
d_an,dean dian duan,,,,
fla_e,flame flare flake,,,,
yar_,yard yarn,,,,
ac_ing,acting aching,Faking tummy woes,Acting aching,1.0,True
_heat,wheat cheat,,,,
_otion,motion notion lotion potion,Cognitive concoction,Notion potion,2.0,True
mi_er,miner mixer miser miter,,,,
drawe_,drawer drawee,,,,
hatche_,hatchet hatcher,,,,
rocke_,rocket rocker,,,,
b_d,bad bed bid bud,,,,
preten_e,pretence pretense,,,,
wr_th,wrath wroth,,,,
f_me,fame fume feme,,,,
ham_er,hammer hamper,,,,
so_l,soil soul,,,,
refl_x,reflex reflux,,,,
con_usion,confusion contusion,,,,
mou_t,mount moult,,,,
r_e,rue rye roe ree rie,,,,
cu_ling,curling culling,,,,
brow_ing,browning browsing,,,,
f_n,fun fan fin fen fon,,,,
sa_s,sans sacs,,,,
hor_e,horse horde,,,,
ma_ma,mamma magma,,,,
ve_ation,vexation venation,,,,
pu_k,punk puck,,,,
sp_r,spur spar,,,,
pi_ching,pitching pinching,,,,
s_indle,spindle swindle,,,,
_osin,rosin eosin,,,,
_ass,mass pass bass cass lass,,,,
servi_e,service servile,,,,
couple_,coupler couplet,,,,
b_lt,belt bolt,,,,
coi_,coin coil coif coir coit,,,,
floo_,floor flood,,,,
cres_,crest cress,,,,
de_ect,defect detect,,,,
_itted,pitted witted,,,,
du_,due dug dun duo dur dub,,,,
_racker,cracker tracker,,,,
clu_,club clue,,,,
c_re,care core cure cere,,,,
gr_ff,gruff graff griff,,,,
_rance,trance prance,,,,
clou_,cloud clout,,,,
_rass,grass brass crass,,,,
j_b,job jib jab,,,,
_astness,vastness fastness,,,,
ha_ry,harry hairy,,,,
_ermit,permit hermit,Loner licence,Hermit permit,3.0,True
h_m,him ham hum hem,,,,
s_arp,sharp scarp,,,,
_umbling,tumbling rumbling mumbling,,,,
porte_,porter ported,,,,
na_h,nash nath,,,,
pen_ant,pendant pennant,,,,
cra_e,crane crate crave craze crape,,,,
_hither,thither whither,,,,
sen_or,senior sensor,,,,
ampl_,ample amply,,,,
_orte,porte forte,,,,
acce_t,accept accent,,,,True
hel_,held help hell helm,,,,
v_st,vast vest,,,,
_edded,bedded wedded,,,,
n_ck,neck nick nock,,,,
s_a,sea spa swa,,,,
_earful,fearful tearful,,,,
pla_ter,plaster planter platter,,,,
_welling,dwelling swelling,,,,
ra_on,rayon raton,,,,
li_en,linen liken,,,,
da_dy,daddy dandy,,,,
c_amp,clamp champ cramp,,,,
fleec_,fleece fleecy,,,,
for_ing,forming forcing forging,,,,
sla_e,slave slate slade,,,,
_ilky,milky silky,,,,
dil_tion,dilution dilation,,,,
s_ft,soft sift,,,,
flas_,flash flask,,,,
trac_able,traceable tractable,,,,
re_ard,regard reward retard renard,Consider a prize,Regard reward,3.0,True
m_nster,monster minster,,,,
for_y,forty foray,,,,
bas_et,basket basset,,,,
com_ly,comply comely,,,,
conn_te,connate connote,,,,
swo_n,sworn swoon,,,,
_oint,point joint,,,,
ami_e,amine amide,,,,
patri_tic,patriotic patristic,,,,
_itrate,nitrate citrate titrate,,,,
di_ing,dining diving,,,,
_hief,chief thief,,,,
dar_,dark dare dart darn,,,,
inve_t,invest invent invert,,,,
_ointing,pointing jointing,,,,
_erminate,terminate germinate,,,,
tro_,troy trot trod trow tron,,,,
leas_,least lease leash,,,,
gr_t,grit gret,,,,
pe_ch,peach perch,,,,
cair_,cairn caird,,,,
man_,many manu mane mand mano manx,,,,
_earing,hearing bearing wearing gearing,,,,
r_bble,rubble rabble,,,,
me_on,melon meson,,,,
_ertain,certain pertain,,,,
bromi_e,bromide bromine,,,,
cance_,cancer cancel,,,,True
of_,off oft,,,,
lac_,lack lace,,,,
le_s,less lens lees,,,,
s_aman,seaman shaman,,,,
_ord,lord word ford cord bord,,,,
_lipper,clipper slipper,,,,
ki_e,kite kine,,,,
cru_e,crude cruse,,,,
da_,day dam dad dan dak dal dag dab dap daw,,,,
corda_e,cordage cordate,,,,
gree_,green greek greet greed,,,,
wre_ch,wrench wretch,,,,
_rist,wrist grist,,,,
pr_,pro pry,,,,
_nward,inward onward,,,,
cons_l,consul consol,,,,
s_un,spun shun stun,,,,
s_ept,swept slept,,,,
_eld,held weld,,,,
han_,hand hang hank,,,,
p_ank,plank prank,,,,
chan_el,channel chancel,,,,
gr_m,gram grim,,,,
_eef,beef reef,,,,
san_,sand sang sank sane sans,,,,
cit_,city cite,,,,
de_l,deal dell,,,,
_ince,since mince wince,,,,
_ld,old eld,,,,
sulph_te,sulphate sulphite,,,,
ba_ging,banging bagging,,,,
_uffle,muffle ruffle,,,,
l_mp,lamp lump limp,,,,
tripo_,tripod tripos,,,,
g_ntry,gentry gantry,,,,
dril_,drill drily,,,,
rol_,role roll,,,,
unti_,until untie,,,,
braw_,brawl brawn,,,,
_iddle,middle riddle fiddle,,,,
t_w,tow tew taw,,,,
sp_cious,spacious specious,,,,
smo_e,smoke smote,,,,
fu_,fun fur,,,,
cla_p,clamp clasp,,,,
ultim_,ultimo ultima,,,,
_ancho,sancho rancho,,,,
_lex,flex ilex,,,,
exten_,extent extend,Degree of stretch,Extend extent,3.0,True
aquariu_,aquarium aquarius,,,,
whi_e,while white whine,,,,
ri_t,riot rift,,,,
_oga,yoga toga,,,,
ap_,apt ape,,,,
bowe_,bowel bower,,,,
li_t,list lift lint lilt,,,,
fe_l,feel fell,,,,
multipl_,multiple multiply,,,,
na_al,naval nasal natal,,,,
_ipple,ripple nipple tipple,,,,
fl_,fly flo,,,,
ch_nk,chunk chink,,,,
p_led,piled paled,,,,
_odal,modal nodal,,,,
les_on,lesson lesion,,,,
s_iner,seiner shiner,,,,
roa_,road roar roam roan,,,,
ni_,nil nis nip nit nix nin nib nim,,,,
_irt,dirt girt,,,,
c_utch,clutch crutch,,,,
_loth,cloth sloth,,,,
ango_a,angola angora,,,,
s_wer,sewer sower,,,,
_ote,note vote cote rote mote tote dote,,,,
dr_ll,drill droll,,,,
_nborn,unborn inborn,,,,
_anging,hanging banging,,,,
p_dding,pudding padding,,,,
ba_s,bass bays,,,,
_ext,next text,,,,
sh_m,sham shim,,,,
w_g,wig wag,,,,
_eep,keep deep weep peep seep,,,,
_onnet,bonnet sonnet,,,,
c_ime,crime chime clime,,,,
analys_,analyst analyse,,,,
rectu_,rectum rectus,,,,
t_na,tuna tana,,,,
bo_y,body bony,,,,
stanc_,stance stanch,,,,
mu_k,muck musk,,,,
b_nt,bent bunt,,,,
her_,here hero hers herd herb herr,,,,
de_ise,devise demise,,,,
le_ion,lesion legion,,,,
diver_ing,diverting diverging,,,,
rise_,risen riser,,,,
_agging,lagging nagging sagging bagging,,,,
_ither,either hither wither,,,,
m_r,mar mir,,,,
bus_y,bushy busby,,,,
t_ste,taste teste,,,,
voi_ed,voiced voided,,,,
p_on,pion peon,,,,
_rought,wrought drought,,,,
_alter,walter salter halter falter,,,,
l_mber,lumber limber,,,,
eas_,east easy ease,,,,
larg_,large largo,,,,
engrave_,engraved engraver,,,,
dil_ted,diluted dilated,,,,
trea_,treat tread,,,,
pul_,pull pulp,,,,
_ebut,debut rebut,,,,
sco_ch,scotch scorch,,,,
ca_e,case came care cape cave cane cake cage cafe cate cade,,,,
ar_,are art arm arc ark ara,,,,
se_f,self serf,,,,
spil_,spill spilt,,,,
_ravel,travel gravel,,,,True
b_yer,buyer boyer,,,,
b_ushing,brushing blushing,,,,
co_ner,corner conner,,,,
_dit,edit adit,,,,
ch_pper,chopper chipper,,,,
_led,fled bled sled pled,,,,
pl_tonic,platonic plutonic,,,,
_oasting,roasting boasting coasting,,,,
coo_,cook cool coop coon coot,,,,
explo_e,explore explode,,,,
_earer,bearer hearer wearer,,,,
overla_,overlap overlay,,,,
ro_e,role rose rope rode robe rote rove,,,,
contra_t,contract contrast,,,,
re_ent,recent regent repent resent relent,,,,
s_ream,stream scream,Live web yell,Scream stream,,True
po_s,pons poss,,,,
n_p,nap nip nep,,,,
aba_ement,abatement abasement,,,,
exp_nd,expand expend,,,,
_assage,passage massage,,,,
el_,elk elm ell elf eld,,,,
lil_,lily lilt,,,,
mor_n,morin moron,,,,
_eather,weather leather feather heather,,,,
whi_tle,whistle whittle,,,,
har_er,harper harder,,,,
bitte_,bitter bitten,,,,
_ady,lady cady,,,,
spe_ling,spelling sperling,,,,
_obe,lobe robe,,,,
co_l,coal cool coil coll cowl,,,,
d_ssert,dessert dissert,,,,
quas_,quasi quash,,,,
w_lt,wilt welt,,,,
scr_p,scrap scrip,,,,
_eform,reform deform,,,,True
_ere,were here mere pere dere fere sere bere cere,,,,
de_ote,denote devote,,,,
cel_,cell celt,,,,
ide_,idea idem ides,,,,
dor_,dorn dorr dory,,,,
thicke_,thicket thicken,,,,
telephon_,telephone telephony,,,,
_igorous,vigorous rigorous,,,,
to_ality,totality tonality,,,,
qu_te,quite quote,,,,
c_rtain,certain curtain,,,,
_ake,make take lake sake wake cake bake fake rake hake,,,,
rai_,rain rail raid,,,,
an_le,angle ankle,,,,
inde_ted,indebted indented,,,,
